Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
Drum Lessons with Thanasi,6760 Selma Ave,Hollywood,CA,90028,,Hollywood,(312) 731-8098,,Thanasi M.,Yes,No,5.0 star rating,7 reviews,http://www.thanasidrums.com,Moderate,Mon 10:00 am - 10:00 pm<br>Tue 10:00 am - 3:00 pm<br>Wed 6:00 pm - 10:00 pm<br>Thu 10:00 am - 3:00 pm<br>Fri 1:00 pm - 10:00 pm<br>Sat 10:00 am - 3:00 pm<br>Sun 9:00 am - 12:00 pm<br>,,,,No,,Private Lot,No,,,,,,,,,,,,,,,,Yes,,,,"Private Tutors, Musical Instruments & Teachers, Private Tutors, Musical Instruments & Teachers",,,https://s3-media4.fl.yelpcdn.com/bphoto/OuGSkmPuBd3tWaA6gBG_7g/ls.jpg,http://www.yelp.com/biz/drum-lessons-with-thanasi-hollywood?osq=Tutoring,$25 for $50 Deal at Drum Lessons with Thanasi,You get a voucher redeemable for $50 at Drum Lessons with Thanasi.,$50,50%,$25,https://www.yelp.com/checkout/deal/smOP_oXwnoZffjUSp1c0SQ?biz_id=nxIwM0NSiPVx8RvnsYk4fw&return_url=%2Fbiz%2Fdrum-lessons-with-thanasi-hollywood
MED PREP LA,3400 Inglewood Blvd LOS ANGELES,Los Angeles,CA,90066,,Mar Vista,(310) 666-7963,,,No,No,,,http://www.medprepla.com,,Mon 9:00 am - 9:00 pm<br>Tue 9:00 am - 9:00 pm<br>Wed 9:00 am - 9:00 pm<br>Thu 9:00 am - 9:00 pm<br>Fri 9:00 am - 9:00 pm<br>Sat 9:00 am - 9:00 pm<br>Sun 9:00 am - 9:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Health & Medical, Nursing Schools, Private Tutors, Health & Medical, Nursing Schools",34.014826,-118.435497,,http://www.yelp.com/biz/med-prep-la-los-angeles?osq=Tutoring,,,,,,
Songsmith LA,,Los Angeles,CA,90028,,East Hollywood,(323) 543-5652,"Music lessons across LA in our studios or your home!The top-rated music school in the eastern half of LA has expanded to cover the LA area! With various studio locations as well as …Learn more about Songsmith LA, Opens a popupSpecialtiesMusic lessons across LA in our studios or your home!The top-rated music school in the eastern half of LA has expanded to cover the LA area! With various studio locations as well as mobile teachers and online lessons, we teach voice & singing, piano & guitar, songwriting & composition, drums & percussion, and music theory & chords in any style and level.Our teachers are carefully selected, performers / writers as well as avid teachers, and experienced. We offer music lessons, workshops, shows, mixers and meet-ups, collaboration, and more!Owner and Director Bobby Apperson trained on classical and Broadway music before branching out to pop, rock, jazz, and more. He is a performer, composer, songwriter, and singer and teaches them in every combination while making learning fun and targeting your specific, individual goals.Songsmith LA specialties:* voice lessons, vocal coaching, singing, and learning to play and sing!* guitar, bass, ukulele, drums, and trumpet classes by songwriters and performers* piano pop & songwriting (from the Beatles to your own songs)* piano performance and technique - the Romantics (from Beethoven to Rachmaninoff and beyond)* composition, chords, and melody writing* music theory, ear training* piano lessons for adults (new to advanced)* piano lessons for kids* piano lessons for beginners* piano lessons for songwritersHistoryEstablished in 2011.Songsmith LA has 30 years experience writing and performing music: voice coaching, singing, piano, keys, guitar, songwriting, composition.Meet the Business Owner",Bobby A.,Yes,No,5.0 star rating,29 reviews,http://www.songsmith.la,Moderate,Mon 10:00 am - 7:00 pm<br>Tue 10:00 am - 7:30 pm<br>Wed 10:00 am - 7:30 pm<br>Thu 10:00 am - 7:30 pm<br>Fri 10:00 am - 7:30 pm<br>Sat 10:00 am - 5:00 pm<br>Sun 11:00 am - 5:00 pm<br>,,,,Yes,,Street,,,,,,,,,,,,,,,,,No,,,,"Musical Instruments & Teachers, Private Tutors, Private Schools, Musical Instruments & Teachers, Private Tutors, Private Schools, Musical Instruments & Teachers, Private Tutors, Private Schools",,,https://s3-media4.fl.yelpcdn.com/bphoto/fuwqS79eFN7HoKQb7uf7Iw/ls.jpg,http://www.yelp.com/biz/songsmith-la-los-angeles-4?osq=Tutoring,$64 for $75 Deal at Songsmith LA,You get a voucher redeemable for $75 at Songsmith LA.,$75,15%,$11,https://www.yelp.com/checkout/deal/kV7BlyDCaSoPBNIG2327oA?biz_id=8kXJOV82IN4jCVii2YkTyQ&return_url=%2Fbiz%2Fsongsmith-la-los-angeles-4
The Tutoring Gym,1900 Granville Ave,Los Angeles,CA,90025,,Sawtelle,(310) 477-2669,,,Yes,No,,,http://thelearninggym.org/learninggym/TUTORING_GYM_The_Learning_Gym.html,,Mon 10:00 am - 7:00 pm<br>Tue 10:00 am - 7:00 pm<br>Wed 10:00 am - 7:00 pm<br>Thu 10:00 am - 7:00 pm<br>Fri 10:00 am - 7:00 pm<br>Sat 10:00 am - 7:00 pm<br>Sun 10:00 am - 7:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Educational Services, Adult Education, Tutoring Centers, Educational Services, Adult Education, Tutoring Centers",34.037391,-118.453461,,http://www.yelp.com/biz/the-tutoring-gym-los-angeles?osq=Tutoring,,,,,,
Echo Park Music School,,Los Angeles,CA,90026,,Echo Park,(802) 989-1851,,Justin L.,Yes,No,5.0 star rating,2 reviews,http://www.justinlevinson.com,,Mon 9:00 am - 8:00 pm<br>Tue 9:00 am - 8:00 pm<br>Wed 9:00 am - 8:00 pm<br>Thu 9:00 am - 8:00 pm<br>Fri 9:00 am - 8:00 pm<br>Sat 9:00 am - 8:00 pm<br>Sun 9:00 am - 8:00 pm<br>,,,,Yes,,,No,,,,,,,,,,,,,,,,,,,,"Private Tutors, Performing Arts, Musical Instruments & Teachers, Private Tutors, Performing Arts, Musical Instruments & Teachers",,,https://s3-media2.fl.yelpcdn.com/bphoto/7PgHUDLrly_ar4e0xAtjkg/ls.jpg,http://www.yelp.com/biz/echo-park-music-school-los-angeles-2?osq=Tutoring,,,,,,
The GMAT Tutor,9454 Wilshire Blvd,Beverly Hills,CA,90212,,Rancho Park,(818) 381-9321,,Matthew K.,Yes,No,,,http://www.thegmattutor.com,,Mon 9:00 am - 10:00 pm<br>Tue 9:00 am - 10:00 pm<br>Wed 9:00 am - 10:00 pm<br>Thu 9:00 am - 10:00 pm<br>Fri 9:00 am - 10:00 pm<br>Sat 9:00 am - 10:00 pm<br>Sun 9:00 am - 10:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Tutoring Centers, Private Tutors, Tutoring Centers",,,https://s3-media4.fl.yelpcdn.com/bphoto/PUtTF9X8Hub-D_nbEZBx7Q/ls.jpg,http://www.yelp.com/biz/the-gmat-tutor-beverly-hills?osq=Tutoring,,,,,,
Tutorcoachla,131 N Hamilton Dr,Beverly Hills,CA,90211,,,(424) 213-0687,,Mariya P.,Yes,No,5.0 star rating,4 reviews,http://www.tutorcoachla.com,,Mon 9:00 am - 8:00 pm<br>Tue 9:00 am - 8:00 pm<br>Wed 9:00 am - 8:00 pm<br>Thu 9:00 am - 8:00 pm<br>Fri 9:00 am - 8:00 pm<br>Sat 9:00 am - 8:00 pm<br>Sun 9:00 am - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Language Schools, Tutoring Centers, Private Tutors, Language Schools",,,https://s3-media4.fl.yelpcdn.com/bphoto/GvhqElPpxKA_Q-Axkvhf5g/ls.jpg,http://www.yelp.com/biz/tutorcoachla-beverly-hills?osq=Tutoring,,,,,,
Millennium Tutors,1961 Argyle Ave Ste 14,Los Angeles,CA,90068,,Hollywood Hills,(323) 518-2998,,,No,No,,,http://www.millenniumtutors.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers, Private Tutors",34.106944,-118.325628,,http://www.yelp.com/biz/millennium-tutors-los-angeles-2?osq=Tutoring,,,,,,
SCS Tutoring,,Montebello,CA,90640,,,(323) 829-1516,,Susana G.,Yes,No,5.0 star rating,9 reviews,,,Mon 12:00 pm - 9:00 pm<br>Tue 12:00 pm - 9:00 pm<br>Wed 12:00 pm - 9:00 pm<br>Thu 12:00 pm - 9:00 pm<br>Fri 12:00 pm - 8:00 pm<br>Sat 8:00 am - 11:00 am<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,https://s3-media3.fl.yelpcdn.com/bphoto/RIZ--FPUnp2uYtmq3bd1BQ/ls.jpg,http://www.yelp.com/biz/scs-tutoring-montebello?osq=Tutoring,,,,,,
Chimayo Press,3766 Redwood Ave,Los Angeles,CA,90066,,Mar Vista,(855) 375-2665,,,No,No,,,http://www.chimayopress.com/,,Mon Open 24 hours<br>Tue Open 24 hours<br>Wed Open 24 hours<br>Thu Open 24 hours<br>Fri Open 24 hours<br>Sat Open 24 hours<br>Sun Open 24 hours<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Language Schools, Private Tutors, Language Schools, Private Tutors",33.998790,-118.446169,,http://www.yelp.com/biz/chimayo-press-los-angeles?osq=Tutoring,,,,,,
Open Book Bar Prep,1801 Century Park E Fl 24,Century City,CA,90067,,Century City,(213) 480-8844,"Private 1-on-1 Tutoring for the CA Bar Exam or Baby Bar Exam. Find out what the bar Graders are Looking for. Great Bar Pass Rates.Open Book Bar Prep is an innovative California …Learn more about Open Book Bar Prep, Opens a popupSpecialtiesPrivate 1-on-1 Tutoring for the CA Bar Exam or Baby Bar Exam. Find out what the bar Graders are Looking for. Great Bar Pass Rates.Open Book Bar Prep is an innovative California Bar Exam prep course. The fundamental philosophy is to understand what the bar graders need and speak the ""bar language"" through comprehensive one-on-one instruction.The California Bar Exam does not test on memory retention, but on application. Bar graders look for students to apply the law on a case by case basis. Our course focuses on all three sections of the bar exam: Performance, MBEs and Essays. Every area of study is reviewed one-on-one with our teaching staff. Students also gain access to the Learning Center, which is equipped with personal workspace, Wi-Fi, library and kitchen.We show students how to organize, categorize, and apply laws and facts. By helping students master skills, such as dialoguing about a given scenario and using the law to support the conclusion, we provide you with the toolHistoryEstablished in 2006.The bar exam measures a student's ability to represent clients, not to represent the law. The Open Book Bar Prep course is founded on personal attention. We believe that the key to a student's success is one-on-one tutoring, dialogue, and practice. The Learning Center was created to give students a comfortable place to study. Full-time students obtain 24/7 entry to the Learning Center, which includes personal space, Wi-Fi, access to a library, and use of a kitchen. Open Book Bar Prep began shortly after the founder graduated from law school. The founder saw the bar exam in a different light than most: he enjoyed it! He then helped several of his friends pass the bar exam and soon after, attracted students and clients with his unique perspective and company strategies of the bar.Meet the Business Owner",Bobby D.,Yes,No,5.0 star rating,15 reviews,http://www.openbookbarprep.com,,Mon 6:00 am - 10:00 pm<br>Tue 6:00 am - 10:00 pm<br>Wed 6:00 am - 10:00 pm<br>Thu 6:00 am - 10:00 pm<br>Fri 6:00 am - 6:00 pm<br>Sat Closed<br>Sun 6:00 am - 10:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Private Tutors, Test Preparation, Private Tutors, Test Preparation, Private Tutors",,,https://s3-media1.fl.yelpcdn.com/bphoto/T3y93WV0LFsLNLCVjOcyVQ/ls.jpg,http://www.yelp.com/biz/open-book-bar-prep-century-city?osq=Tutoring,,,,,,
Taming The Sat,,Los Angeles,CA,90027,,Griffith Park,(800) 761-3086,,Pete R.,Yes,No,,,,,Mon 9:00 am - 5:00 pm<br>Tue 9:00 am - 5:00 pm<br>Wed 9:00 am - 5:00 pm<br>Thu 9:00 am - 5:00 pm<br>Fri 9:00 am - 5:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.122054,-118.293589,,http://www.yelp.com/biz/taming-the-sat-los-angeles?osq=Tutoring,,,,,,
SpanishBlackbelt,3183 Wilshire Blvd Ste 196-C1,Los Angeles,CA,90005,,"Wilshire Center, Koreatown",(202) 627-0722,,,Yes,No,5.0 star rating,1 review,http://www.spanishblackbelt.com,,Mon 6:00 am - 9:00 pm<br>Tue 6:00 am - 9:00 pm<br>Wed 6:00 am - 9:00 pm<br>Thu 6:00 am - 9:00 pm<br>Fri 6:00 am - 9:00 pm<br>Sat 8:00 am - 7:00 pm<br>Sun 8:00 am - 7:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Language Schools, Tutoring Centers, Test Preparation, Language Schools, Tutoring Centers, Test Preparation",34.061969,-118.290894,https://s3-media2.fl.yelpcdn.com/bphoto/plXxGRO3ZDtO7OQqnwMcpA/ls.jpg,http://www.yelp.com/biz/spanishblackbelt-los-angeles?osq=Tutoring,,,,,,
Top La Tutor,,Tarzana,CA,91335,,Reseda,(818) 605-7142,,Jim K.,Yes,No,,,http://www.toplatutor.com,,Mon 9:00 am - 7:00 pm<br>Tue 9:00 am - 7:00 pm<br>Wed 9:00 am - 7:00 pm<br>Thu 9:00 am - 7:00 pm<br>Fri 9:00 am - 7:00 pm<br>Sat 9:00 am - 7:00 pm<br>Sun 9:00 am - 7:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,https://s3-media1.fl.yelpcdn.com/bphoto/ANN-YdpuqgcMl78PT79Ynw/ls.jpg,http://www.yelp.com/biz/top-la-tutor-tarzana?osq=Tutoring,,,,,,
USC Tutoring,,Los Angeles,CA,91606,,North Hollywood,(818) 926-5555,,Marx A.,Yes,No,,,http://www.usctutoring.com,,Mon 9:00 am - 12:00 am<br>Tue 9:00 am - 12:00 am<br>Wed 9:00 am - 12:00 am<br>Thu 9:00 am - 12:00 am<br>Fri 9:00 am - 12:00 am<br>Sat 9:00 am - 12:00 am<br>Sun 9:00 am - 12:00 am<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers, Tutoring Centers",34.187399,-118.390020,https://s3-media2.fl.yelpcdn.com/bphoto/rbHKU87LOCM53-RT_cmiDQ/ls.jpg,http://www.yelp.com/biz/usc-tutoring-los-angeles?osq=Tutoring,,,,,,
Pyramid LSAT,,Los Angeles,CA,,,,,,,No,No,,,https://www.pyramidlsat.com,,Mon 12:00 am - 12:30 am<br>Tue 12:00 am - 12:30 am<br>Wed 12:00 am - 12:30 am<br>Thu 12:00 am - 12:30 am<br>Fri 12:00 am - 12:30 am<br>Sat 12:00 am - 12:30 am<br>Sun 12:00 am - 12:30 am<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Test Preparation, Private Tutors, Test Preparation",34.052234,-118.243685,,http://www.yelp.com/biz/pyramid-lsat-los-angeles?osq=Tutoring,,,,,,
Accuratepapers.com,434 Fordham Ln Beverly Hills,Los Angeles,CA,90045,,Westchester,(209) 257-3239,,,Yes,No,,,http://www.accuratepapers.com,,Mon Open 24 hours<br>Tue Open 24 hours<br>Wed Open 24 hours<br>Thu Open 24 hours<br>Fri Open 24 hours<br>Sat Open 24 hours<br>Sun Open 24 hours<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Educational Services, Test Preparation, Private Tutors, Educational Services, Test Preparation, Private Tutors",33.964056,-118.418779,https://s3-media3.fl.yelpcdn.com/bphoto/s5YLX67Ys5NC2F9ZjgsBaA/ls.jpg,http://www.yelp.com/biz/accuratepapers-com-los-angeles?osq=Tutoring,,,,,,
Optimum Admissions and Educational Services,5850 W 3rd St,Los Angeles,CA,90036,,Mid-Wilshire,(310) 882-0653,,,No,No,5.0 star rating,2 reviews,http://www.optimumadmissions.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Educational Services, Educational Services",34.068907,-118.347523,,http://www.yelp.com/biz/optimum-admissions-and-educational-services-los-angeles-2?osq=Tutoring,,,,,,
GMAT Rockstar,723 N Gramercy Pl,Los Angeles,CA,90038,,Hollywood,(323) 452-3827,,Vivian K.,Yes,No,5.0 star rating,9 reviews,http://www.gmatrockstar.com,,Mon 9:00 am - 10:00 pm<br>Tue 9:00 am - 10:00 pm<br>Wed 9:00 am - 10:00 pm<br>Thu 9:00 am - 10:00 pm<br>Fri 9:00 am - 10:00 pm<br>Sat 9:00 am - 10:00 pm<br>Sun 9:00 am - 10:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Private Tutors, Test Preparation, Private Tutors",,,https://s3-media3.fl.yelpcdn.com/bphoto/sUfkmZpkXyv8LkKQndBXOw/ls.jpg,http://www.yelp.com/biz/gmat-rockstar-los-angeles?osq=Tutoring,,,,,,
Ivy Bridge Institute,13425 Ventura Blvd Ste 100,Los Angeles,CA,91423,,Sherman Oaks,(818) 995-8776,,,Yes,No,,,http://www.ivybridgeinstitute.org,,Mon 8:00 am - 6:30 pm<br>Tue 8:00 am - 6:30 pm<br>Wed 8:00 am - 6:30 pm<br>Thu 8:00 am - 6:30 pm<br>Fri 8:00 am - 5:30 pm<br>Sat 9:00 am - 2:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"College Counseling, Tutoring Centers, Test Preparation, College Counseling, Tutoring Centers, Test Preparation",34.147359,-118.425787,https://s3-media3.fl.yelpcdn.com/bphoto/l01WHBHUYU_keqyiB0ke7w/ls.jpg,http://www.yelp.com/biz/ivy-bridge-institute-los-angeles?osq=Tutoring,,,,,,
That Piano Lady Music Studio,,Los Angeles,CA,91423,,Sherman Oaks,(818) 319-2252,,,No,No,5.0 star rating,1 review,http://www.thatpianolady.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Performing Arts, Music Venues, Private Tutors, Performing Arts, Music Venues, Private Tutors",34.148269,-118.433835,https://s3-media4.fl.yelpcdn.com/bphoto/dZSEXLGpwohHxnk5wTvhgg/ls.jpg,http://www.yelp.com/biz/that-piano-lady-music-studio-los-angeles-2?osq=Tutoring,,,,,,
Badger Piano,2233 Honolulu Blvd,Montrose,CA,91020,,Glendale,(818) 275-1449,,Nancy B.,Yes,No,5.0 star rating,4 reviews,http://www.badgervocals.com,Moderate,Mon 1:00 pm - 9:00 pm<br>Tue 1:00 pm - 9:00 pm<br>Wed 1:00 pm - 9:00 pm<br>Thu 1:00 pm - 9:00 pm<br>Fri 1:00 pm - 9:00 pm<br>Sat 1:00 pm - 9:00 pm<br>Sun Closed<br>,,,,No,,"Valet, Garage, Validated",Yes,,,,,,,,,,,,,,,,Yes,,,,"Private Tutors, Musical Instruments & Teachers, Private Tutors, Musical Instruments & Teachers",,,https://s3-media4.fl.yelpcdn.com/bphoto/-bsYFtmGHPId-hVAItlpDA/ls.jpg,http://www.yelp.com/biz/badger-piano-montrose-3?osq=Tutoring,,,,,,
Perspectives Educational Consulting,12301 Wilshire Blvd Ste 210,Los Angeles,CA,90025,,Brentwood,(310) 386-7582,,,Yes,No,5.0 star rating,1 review,http://www.perspectivesed.com/,,Mon 9:00 am - 10:00 pm<br>Tue 9:00 am - 10:00 pm<br>Wed 9:00 am - 10:00 pm<br>Thu 9:00 am - 10:00 pm<br>Fri Closed<br>Sat 9:00 am - 6:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Educational Services, Private Tutors, Educational Services, Private Tutors",34.042778,-118.469697,https://s3-media3.fl.yelpcdn.com/bphoto/PXI6JQ2b5xFFFWFLbZjhbA/ls.jpg,http://www.yelp.com/biz/perspectives-educational-consulting-los-angeles?osq=Tutoring,,,,,,
Tuterrific Tutors by Lynda Lo-Hill,,Calabasas,CA,91302,,,(818) 878-1733,,,Yes,No,,,,,Mon 12:00 pm - 8:00 pm<br>Tue 12:00 pm - 8:00 pm<br>Wed 12:00 pm - 8:00 pm<br>Thu 12:00 pm - 8:00 pm<br>Fri 12:00 pm - 8:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,https://s3-media4.fl.yelpcdn.com/bphoto/XKUk8ESalJJXm5sszLFzSw/ls.jpg,http://www.yelp.com/biz/tuterrific-tutors-by-lynda-lo-hill-calabasas?osq=Tutoring,,,,,,
Tier One Tutors,7065 Hayvenhurst Ave Ste 9,Los Angeles,CA,91406,,Lake Balboa,(800) 998-4371,"Tier One provides customized, in-home tutoring for the SAT, ACT and all school subjects. Our trained tutors are true experts in their fields and only use the best resources …Learn more about Tier One Tutors, Opens a popupSpecialtiesTier One provides customized, in-home tutoring for the SAT, ACT and all school subjects. Our trained tutors are true experts in their fields and only use the best resources available. We have our own unique ""Study Smart"" system for SAT and ACT success and all of our tutors are specially trained in the program. Our renowned system has been taught to over 10,000 students across Southern California since 2004.Finally, we offer a no-cost, no-obligation SAT, ACT and college admissions consultation. During this free in-home assessment, you and your child will be meeting with a renowned expert in the field of test preparation and will have the opportunity to evaluate which exam (SAT vs ACT) is the right fit, perform a skills assessment, develop a personalized study approach and ensure that you are as informed as possible about this all too often daunting confusing process. To get more information about our private tutoring or to book your free consultation, give us a call today!HistoryEstablished in 2004.My name is Steve Dorfman, and I am a co-founder of Tier One Tutors.In the summer of 2004, my best friend, Brian Mupo, and I decided to found a tutoring company. Working from my childhood bedroom at my parents' home in the San Fernando Valley, we started to lay the groundwork for what would eventually become Tier One Tutors.Beginning with just two tutors, we mostly solicited business from friends and family members who lived in the area. However, we quickly made a name for ourselves because of our relentless pursuit for excellence and our commitment to every student..Shortly thereafter, we turned to the SAT. After a full year of exhaustive research and development, we created our first ""Study Smart"" system for SAT success. We have also branched out into tutoring ACT as well as any and all subjects pre-college.Today, our program has been taught to over 10,000 local students via private tutoring and group classes and we have partnered with nearly 100 schools across the Southland.Meet the Business Owner",Steve D.,Yes,No,4.5 star rating,14 reviews,http://www.tieronetutors.com,,Mon 9:00 am - 6:00 pm<br>Tue 9:00 am - 6:00 pm<br>Wed 9:00 am - 6:00 pm<br>Thu 9:00 am - 6:00 pm<br>Fri 9:00 am - 6:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Test Preparation, Private Tutors, Test Preparation",,,https://s3-media1.fl.yelpcdn.com/bphoto/LbXHEyF1cpSzQ0Fl-epW7g/ls.jpg,http://www.yelp.com/biz/tier-one-tutors-los-angeles?osq=Tutoring,,,,,,
Bar exam private tutor,,Los Angeles,CA,90025,,Sawtelle,(424) 249-0027,,,Yes,No,,,http://californiabarexamtutor.business.site,,Mon Open 24 hours<br>Tue Open 24 hours<br>Wed Open 24 hours<br>Thu Open 24 hours<br>Fri Open 24 hours<br>Sat Open 24 hours<br>Sun Open 24 hours<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",34.044858,-118.448437,,http://www.yelp.com/biz/bar-exam-private-tutor-los-angeles?osq=Tutoring,,,,,,
The Berkeley Review,1074 Gayley Ave,Los Angeles,CA,90024,,"Westwood, UCLA",(800) 622-8827,,,Yes,No,3.5 star rating,12 reviews,,,Mon 9:00 am - 8:00 pm<br>Tue 9:00 am - 8:00 pm<br>Wed 9:00 am - 8:00 pm<br>Thu 9:00 am - 8:00 pm<br>Fri 9:00 am - 8:00 pm<br>Sat 9:00 am - 8:00 pm<br>Sun 9:00 am - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Test Preparation",34.060881,-118.446962,,http://www.yelp.com/biz/the-berkeley-review-los-angeles?osq=Tutoring,,,,,,
Frog Tutoring Los Angeles,3410 W 5th St Ste 224,Los Angeles,CA,90020,,"Wilshire Center, Koreatown",(213) 814-0747,,,Yes,No,2.5 star rating,3 reviews,http://la.frogtutoring.com/,,Mon 7:00 am - 7:00 pm<br>Tue 7:00 am - 7:00 pm<br>Wed 7:00 am - 7:00 pm<br>Thu 7:00 am - 7:00 pm<br>Fri 7:00 am - 7:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,https://s3-media3.fl.yelpcdn.com/bphoto/grsiv9kQKHidMMNSOaKg1Q/ls.jpg,http://www.yelp.com/biz/frog-tutoring-los-angeles-los-angeles?osq=Tutoring,,,,,,
BarWinners,1223 Wilshire Blvd,Santa Monica,CA,90403,,South Pasadena,(310) 451-0519,"When you're in BarWinners, you're part of the family--law students, first time takers, repeat bar takers, working attorneys, out-of-state attorney's, LL.M.'s, foreign attorney's and …Learn more about BarWinners, Opens a popupSpecialtiesWhen you're in BarWinners, you're part of the family--law students, first time takers, repeat bar takers, working attorneys, out-of-state attorney's, LL.M.'s, foreign attorney's and all California Bar exam takers. It is my pleasure and honor to meet and welcome you, to help you pass this important milestone in your life--The California Bar Exam.I started BarWinners, a California Bar Review Course, after graduating from Loyola Law School and taking a big commercial bar review and having a not-so-great experience. I wanted something better for you.Online, personalized, limited number of students, with real people, professors, and heart. We are a California Bar Review that wants you to be able to ask questions and learn how to pass the California Bar Exam. I don't want you to feel alone, sitting behind a computer all day studying, stressed out, trying to figure out how to pass the California Bar Exam alone.We care about you and will hold your hand throughout the process. Let's face it. Taking the California Bar Exam is stressful. We're here to help you through it. Our California Bar Review program is a structured, personalized, supportive course where you can take classes around your schedule and with California Bar Exam Expert instructors. Structured, scheduled, Simulated Bar Exam sessions, where you take actual bar exam essays and performance tests applying what you are studying to actual bar exam essay questions, MBE's and Performance Tests...HistoryEstablished in 1980.Shari knows what the bar graders want. She has taken the guesswork out of passing the bar. We give you exactly what the CA Bar Examiners want. If you were an expert on what the CA bar graders wanted you would be grading the California bar not taking it. We show you exactly what to write, how to write it, format, style, structure, content. You just need to give it to them the way we show you. You do not need to re-invent the wheel. The Bar Exam is a standardized test and must have standardized answers.We've been helping 1x, 2x, 3x, 4x, 5x, 7x, 10x takers pass the bar for over 20 years. You've come to the right place to pass the California Bar Exam and become who you were meant to be.Enroll now for a Bar Exam tutor. Order online as well.Meet the Business Owner",Shari K.,Yes,No,4.5 star rating,15 reviews,https://barwinners.com,,Mon 9:00 am - 7:00 pm<br>Tue 9:00 am - 7:00 pm<br>Wed 9:00 am - 7:00 pm<br>Thu 9:00 am - 7:00 pm<br>Fri 9:00 am - 7:00 pm<br>Sat 9:00 am - 7:00 pm<br>Sun 9:00 am - 7:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Tutoring Centers, Test Preparation, Tutoring Centers",34.025993,-118.490290,https://s3-media1.fl.yelpcdn.com/bphoto/8wACAXr2z63FTLSyw3cBTQ/ls.jpg,http://www.yelp.com/biz/barwinners-santa-monica?osq=Tutoring,,,,,,
Initia Education,2620 Apple Ave Ste A,Torrance,CA,90501,,Torrance,(424) 999-8771,,Victor S.,Yes,No,5.0 star rating,6 reviews,http://initiaeducation.com,,Mon 12:00 pm - 9:00 pm<br>Tue 10:00 am - 9:00 pm<br>Wed 10:00 am - 9:00 pm<br>Thu 10:00 am - 9:00 pm<br>Fri 10:00 am - 6:00 pm<br>Sat 9:00 am - 3:00 pm<br>Sun 1:00 pm - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Private Tutors, Test Preparation, Private Tutors",,,https://s3-media3.fl.yelpcdn.com/bphoto/RwRq4cgzxvDqoSKB54m04w/ls.jpg,http://www.yelp.com/biz/initia-education-torrance?osq=Tutoring,,,,,,
